t,t_div_to_red_on,t_div_to_red_off,t_red_off_t_div,t_red,t_div_to_green_on,t_green_on_t_div,t_green,t_gap,prop_not_green,t_RON_t_GON,t_RON_tdiv,id,start,redOn,redOff,greenOn,greenOff,end,t_red_mid,t_green_mid,t_mid,t_green_off_t_div,t_div_to_red_on_mid,t_green_off_t_div_mid,t_green_on_t_div_mid,t_red_off_t_div_mid,t_gap_mid,t_div_to_red_off_mid,t_div_to_green_on_mid,t_RON_t_GON_mid,t_RON_tdiv_mid,prop_not_green_mid,type,div,n,well,cellnum,daughter,sister,position,row,col
9.833353,1.333336,4.833343,5.000010,3.500007,6.166679,3.666674,3.500007,1.333336,0.559322,4.833343,8.500017,000521,33.166733,34.500069,38.000076,39.333412,42.833419,43.000086,3.083340,7.916683,4.916677,0.166667,0.666668,9.750020,8.000016,7.333348,5.500011,2.416671,3.083340,3.750008,5.583345,2.750006,D,1.000000,59.000000,3.000000,52.000000,254.000000255.000000,256.000000,38.000000,4.000000,8.000000
11.333356,1.333336,4.666676,6.666680,3.333340,5.333344,6.000012,5.833345,0.666668,0.441176,4.000008,10.000020,000520,33.166733,34.500069,37.833409,38.500077,44.333422,44.500089,3.000006,8.250017,5.666678,0.166667,0.666668,11.250023,8.333350,8.000016,5.000010,2.333338,2.666672,3.333340,6.333346,2.500005,D,1.000000,68.000000,3.000000,52.000000,257.000000258.000000,253.000000,38.000000,4.000000,8.000000
26.000052,1.833337,17.000034,9.000018,15.166697,1.833337,24.166715,24.166715,-15.166697,0.362179,0.000000,24.166715,000530,33.333400,35.166737,50.333434,35.166737,59.333452,59.333452,9.416685,13.916694,13.000026,0.000000,0.916669,26.000052,13.916694,21.500043,9.416685,8.500017,0.916669,0.000000,13.916694,4.708343,D,1.000000,156.000000,3.000000,53.000000,260.000000261.000000,262.000000,38.000000,5.000000,6.000000
30.333394,2.000004,19.000038,11.333356,17.000034,1.833337,28.500057,28.500057,-17.166701,0.343407,0.000000,28.333390,000531,33.333400,35.333404,52.333438,35.166737,63.666794,63.666794,10.500021,16.083365,15.166697,0.000000,1.000002,0.000000,16.083365,24.666716,10.416688,9.500019,0.916669,0.000000,16.166699,5.208344,D,1.000000,182.000000,3.000000,53.000000,263.000000264.000000,259.000000,38.000000,5.000000,6.000000
24.500049,5.166677,17.166701,7.333348,12.000024,1.500003,23.000046,23.000046,-15.666698,0.380952,0.000000,19.333372,000550,30.333394,35.500071,47.500095,31.833397,54.833443,54.833443,11.166689,13.000026,12.250025,0.000000,2.583339,0.000000,13.000026,20.833375,9.333352,8.583350,0.750001,0.000000,14.833363,4.666676,D,1.000000,147.000000,3.000000,55.000000,268.000000269.000000,270.000000,38.000000,6.000000,5.000000
26.000052,5.500011,17.333368,8.666684,11.833357,1.500003,24.500049,24.500049,-15.833365,0.362179,0.000000,20.500041,000551,30.333394,35.833405,47.666762,31.833397,56.333446,56.333446,11.416690,13.750027,13.000026,0.000000,2.750005,0.000000,13.750027,21.666710,9.416686,8.666684,0.750001,0.000000,15.750032,4.708343,D,1.000000,156.000000,3.000000,55.000000,271.000000272.000000,267.000000,38.000000,6.000000,5.000000
23.666714,1.833337,13.333360,10.333354,11.500023,0.833335,22.833379,22.833379,-12.500025,0.299296,0.000000,21.833377,000570,27.000054,28.833391,40.333414,27.833389,50.666768,50.666768,7.583349,12.250024,11.833357,0.000000,0.916669,0.000000,12.250024,18.500037,7.083347,6.666680,0.416667,0.000000,12.750026,3.541674,D,1.000000,142.000000,3.000000,57.000000,280.000000281.000000,282.000000,39.000000,1.000000,5.000000
27.333388,1.833337,16.333366,11.000022,14.500029,2.166671,25.166717,25.000050,-14.166695,0.338415,0.333334,25.500051,000571,27.000054,28.833391,43.333420,29.166725,54.166775,54.333442,9.083352,14.666696,13.666694,0.166667,0.916669,27.250055,14.750030,21.833377,9.250018,8.166683,1.083336,2.000004,14.583363,4.625009,D,1.000000,164.000000,3.000000,57.000000,283.000000284.000000,279.000000,39.000000,1.000000,5.000000
23.166713,2.000004,16.000032,7.166681,14.000028,5.833345,17.333368,17.166701,-10.166687,0.471223,3.833341,21.166709,000590,39.666746,41.666750,55.666778,45.500091,62.666792,62.833459,9.000018,14.416696,11.583357,0.166667,1.000002,23.083379,14.500029,19.583372,10.916688,8.000016,2.916673,3.916674,12.583359,5.458344,D,1.000000,139.000000,3.000000,59.000000,288.000000289.000000,290.000000,39.000000,2.000000,7.000000
24.166715,2.333338,15.333364,8.833351,13.000026,3.833341,20.333374,20.166707,-11.500023,0.396552,1.500003,21.833377,000591,39.666746,42.000084,55.000110,43.500087,63.666794,63.833461,8.833351,13.916694,12.083358,0.166667,1.166669,24.083382,14.000028,19.750040,9.583353,7.666682,1.916670,3.083339,13.250027,4.791676,D,1.000000,145.000000,3.000000,59.000000,291.000000292.000000,287.000000,39.000000,2.000000,7.000000
8.333350,2.333338,2.500005,5.833345,0.166667,1.833337,6.500013,6.333346,-0.666668,0.260000,0.000000,6.000012,000600,31.833397,34.166735,34.333402,33.666734,40.000080,40.166747,2.416671,5.000010,4.166675,0.166667,1.166669,8.250017,5.083344,5.416677,2.166671,1.250002,0.916669,0.000000,5.333344,1.083335,D,1.000000,50.000000,3.000000,60.000000,294.000000295.000000,296.000000,39.000000,3.000000,5.000000
8.333350,2.166671,2.666672,5.666678,0.500001,0.500001,7.833349,7.833349,-2.166671,0.190000,0.000000,6.166679,000611,31.666730,33.833401,34.333402,32.166731,40.000080,40.000080,2.416671,4.416675,4.166675,0.000000,1.083336,0.000000,4.416675,5.500011,1.583337,1.333336,0.250000,0.000000,5.250011,0.791668,D,1.000000,50.000000,3.000000,61.000000,300.000000301.000000,302.000000,39.000000,3.000000,6.000000
8.833351,2.000004,3.000006,5.833345,1.000002,0.500001,8.333350,8.333350,-2.500005,0.198113,0.000000,6.833347,000610,31.666730,33.666734,34.666736,32.166731,40.500081,40.500081,2.500005,4.666676,4.416676,0.000000,1.000002,0.000000,4.666676,5.916679,1.750003,1.500003,0.250000,0.000000,5.416678,0.875002,D,1.000000,53.000000,3.000000,61.000000,303.000000304.000000,299.000000,39.000000,3.000000,6.000000
12.000024,1.666670,3.833341,8.166683,2.166671,3.000006,9.000018,8.833351,-0.833335,0.284722,1.333336,10.333354,000620,36.833407,38.500077,40.666748,39.833413,48.666764,48.833431,2.750006,7.416682,6.000012,0.166667,0.833335,11.916691,7.500015,7.916683,3.416674,1.916671,1.500003,2.333338,6.833347,1.708337,D,1.000000,72.000000,3.000000,62.000000,306.000000307.000000,308.000000,39.000000,3.000000,8.000000
12.500025,2.000004,4.833343,7.666682,2.833339,4.166675,8.333350,8.333350,-0.666668,0.360000,2.166671,10.500021,000621,36.833407,38.833411,41.666750,41.000082,49.333432,49.333432,3.416674,8.333350,6.250013,0.000000,1.000002,12.500025,8.333350,8.666684,4.500009,2.416671,2.083337,3.083340,7.250014,2.250004,D,1.000000,75.000000,3.000000,62.000000,309.000000310.000000,305.000000,39.000000,3.000000,8.000000
10.333354,0.666668,2.000004,8.333350,1.333336,0.833335,9.500019,9.500019,-1.166669,0.137097,0.166667,9.666686,000630,26.333386,27.000054,28.333390,27.166721,36.666740,36.666740,1.333336,5.583345,5.166677,0.000000,0.333334,10.333354,5.583345,6.166679,1.416670,1.000002,0.416667,0.750001,5.500011,0.708335,D,1.000000,62.000000,3.000000,63.000000,315.000000316.000000,311.000000,39.000000,4.000000,2.000000
12.166691,1.500003,3.333340,8.833351,1.833337,3.333340,8.833351,8.666684,0.000000,0.273973,1.833337,10.666688,000640,27.333388,28.833391,30.666728,30.666728,39.333412,39.500079,2.416671,7.666682,6.083345,0.166667,0.750001,12.083358,7.750015,7.750015,3.333340,1.666670,1.666670,2.416671,6.833347,1.666670,D,1.000000,73.000000,3.000000,64.000000,318.000000319.000000,320.000000,39.000000,4.000000,6.000000
15.500031,2.500005,3.166673,12.333358,0.666668,3.833341,11.666690,11.666690,0.666668,0.225806,1.333336,13.000026,000641,27.333388,29.833393,30.500061,31.166729,42.833419,42.833419,2.833339,9.666686,7.750015,0.000000,1.250002,15.500031,9.666686,9.333352,3.500007,1.583336,1.916670,3.166673,9.000018,1.750004,D,1.000000,93.000000,3.000000,64.000000,321.000000322.000000,317.000000,39.000000,4.000000,6.000000
8.666684,2.000004,3.833341,4.833343,1.833337,3.833341,4.833343,4.833343,0.000000,0.442308,1.833337,6.666680,000651,31.166729,33.166733,35.000070,35.000070,39.833413,39.833413,2.916673,6.250013,4.333342,0.000000,1.000002,8.666684,6.250013,6.250013,3.833341,1.916670,1.916670,2.916673,5.333344,1.916671,D,1.000000,52.000000,3.000000,65.000000,324.000000325.000000,326.000000,39.000000,4.000000,7.000000
9.166685,1.333336,2.833339,6.333346,1.500003,3.500007,5.666678,5.666678,0.666668,0.345455,2.166671,7.833349,000650,31.166729,32.500065,34.000068,34.666736,40.333414,40.333414,2.083338,6.333346,4.583343,0.000000,0.666668,9.166685,6.333346,6.000012,3.166673,1.416670,1.750004,2.416671,5.250011,1.583336,D,1.000000,55.000000,3.000000,65.000000,327.000000328.000000,323.000000,39.000000,4.000000,7.000000
15.500031,1.333336,9.000018,6.500013,7.666682,4.666676,10.833355,10.833355,-4.333342,0.440860,3.333340,14.166695,000660,29.000058,30.333394,38.000076,33.666734,44.500089,44.500089,5.166677,10.083354,7.750015,0.000000,0.666668,15.500031,10.083354,12.250025,6.833347,4.500009,2.333338,3.000006,8.416683,3.416673,D,1.000000,93.000000,3.000000,66.000000,330.000000331.000000,332.000000,39.000000,4.000000,8.000000
19.500039,1.666670,9.500019,10.000020,7.833349,4.500009,15.000030,15.000030,-5.000010,0.358974,2.833339,17.833369,000661,29.000058,30.666728,38.500077,33.500067,48.500097,48.500097,5.583345,12.000024,9.750020,0.000000,0.833335,19.500039,12.000024,14.500029,7.000014,4.750009,2.250004,3.083340,10.583354,3.500007,D,1.000000,117.000000,3.000000,66.000000,333.000000334.000000,329.000000,39.000000,4.000000,8.000000
9.666686,1.000002,3.666674,6.000012,2.666672,2.166671,7.500015,7.500015,-1.500003,0.301724,1.166669,8.666684,000670,32.500065,33.500067,36.166739,34.666736,42.166751,42.166751,2.333338,5.916679,4.833343,0.000000,0.500001,9.666686,5.916679,6.666680,2.916672,1.833337,1.083335,1.583337,5.333344,1.458336,D,1.000000,58.000000,3.000000,67.000000,336.000000337.000000,338.000000,39.000000,6.000000,1.000000
11.000022,1.000002,5.166677,5.833345,4.166675,2.166671,8.833351,8.833351,-3.000006,0.333333,1.166669,10.000020,000671,32.500065,33.500067,37.666742,34.666736,43.500087,43.500087,3.083340,6.583346,5.500011,0.000000,0.500001,11.000022,6.583346,8.083350,3.666674,2.583339,1.083335,1.583337,6.000012,1.833337,D,1.000000,66.000000,3.000000,67.000000,339.000000340.000000,335.000000,39.000000,6.000000,1.000000
22.500045,2.000004,12.333358,10.166687,10.333354,3.166673,19.333372,19.333372,-9.166685,0.344444,1.166669,20.500041,000680,43.500087,45.500091,55.833445,46.666760,66.000132,66.000132,7.166681,12.833359,11.250023,0.000000,1.000002,0.000000,12.833359,17.416702,7.750016,6.166679,1.583337,2.583339,12.250025,3.875008,D,1.000000,135.000000,3.000000,68.000000,343.000000344.000000,341.000000,39.000000,6.000000,6.000000
11.833357,1.333336,4.333342,7.500015,3.000006,6.833347,5.000010,5.000010,2.500005,0.471831,5.500011,10.500021,000690,32.666732,34.000068,37.000074,39.500079,44.500089,44.500089,2.833339,9.333352,5.916678,0.000000,0.666668,11.833357,9.333352,8.083350,5.583345,2.166671,3.416673,4.083341,6.583346,2.791672,D,1.000000,71.000000,3.000000,69.000000,346.000000347.000000,348.000000,39.000000,6.000000,8.000000
12.666692,1.666670,5.000010,7.666682,3.333340,7.833349,4.833343,4.833343,2.833339,0.506579,6.166679,11.000022,000691,32.666732,34.333402,37.666742,40.500081,45.333424,45.333424,3.333340,10.250020,6.333346,0.000000,0.833335,12.666692,10.250020,8.833351,6.416679,2.500005,3.916674,4.750009,7.166681,3.208340,D,1.000000,76.000000,3.000000,69.000000,349.000000350.000000,345.000000,39.000000,6.000000,8.000000
15.666698,2.166671,4.833343,10.833355,2.666672,3.166673,12.500025,12.500025,-1.666670,0.255319,1.000002,13.500027,000720,42.333418,44.500089,47.166761,45.500091,58.000116,58.000116,3.500007,9.416686,7.833349,0.000000,1.083335,15.666698,9.416686,10.250020,4.000008,2.416671,1.583337,2.666672,8.916685,2.000004,D,1.000000,94.000000,6.000000,72.000000,359.000000360.000000,355.000000,109.000000,2.000000,5.000000
12.666692,1.500003,5.333344,7.333348,3.833341,2.500005,10.166687,10.166687,-2.833339,0.309211,1.000002,11.166689,000730,25.166717,26.666720,30.500061,27.666722,37.833409,37.833409,3.416673,7.583349,6.333346,0.000000,0.750001,12.666692,7.583349,9.000018,3.916674,2.666672,1.250002,2.000004,7.083347,1.958337,D,1.000000,76.000000,6.000000,73.000000,362.000000363.000000,364.000000,109.000000,3.000000,6.000000
13.000026,1.500003,5.166677,7.833349,3.666674,3.000006,10.000020,10.000020,-2.166671,0.314103,1.500003,11.500023,000731,25.166717,26.666720,30.333394,28.166723,38.166743,38.166743,3.333340,8.000016,6.500013,0.000000,0.750001,13.000026,8.000016,9.083352,4.083341,2.583339,1.500003,2.250004,7.250015,2.041671,D,1.000000,78.000000,6.000000,73.000000,365.000000366.000000,361.000000,109.000000,3.000000,6.000000
13.666694,1.666670,8.666684,5.000010,7.000014,3.833341,9.833353,9.833353,-4.833343,0.457317,2.166671,12.000024,000740,32.500065,34.166735,41.166749,36.333406,46.166759,46.166759,5.166677,8.750018,6.833347,0.000000,0.833335,13.666694,8.750018,11.166689,6.250013,4.333342,1.916671,2.750006,7.666682,3.125006,D,1.000000,82.000000,6.000000,74.000000,368.000000369.000000,370.000000,109.000000,4.000000,5.000000
16.500033,1.833337,10.333354,6.166679,8.500017,3.666674,12.833359,12.833359,-6.666680,0.424242,1.833337,14.666696,000741,32.500065,34.333402,42.833419,36.166739,49.000098,49.000098,6.083346,10.083354,8.250017,0.000000,0.916669,16.500033,10.083354,13.416694,7.000014,5.166677,1.833337,2.750006,9.166685,3.500007,D,1.000000,99.000000,6.000000,74.000000,371.000000372.000000,367.000000,109.000000,4.000000,5.000000
17.166701,1.166669,9.666686,7.500015,8.500017,1.166669,16.000032,16.000032,-8.500017,0.315534,0.000000,16.000032,000750,33.500067,34.666736,43.166753,34.666736,50.666768,50.666768,5.416677,9.166685,8.583351,0.000000,0.583334,0.000000,9.166685,13.416694,5.416677,4.833343,0.583334,0.000000,9.166685,2.708339,D,1.000000,103.000000,6.000000,75.000000,374.000000375.000000,376.000000,105.000000,5.000000,6.000000
22.166711,1.333336,16.500033,5.666678,15.166697,1.166669,21.000042,21.000042,-15.333364,0.398496,0.000000,20.833375,000751,33.500067,34.833403,50.000100,34.666736,55.666778,55.666778,8.916685,11.666690,11.083356,0.000000,0.666668,22.166711,11.666690,19.333372,8.833351,8.250017,0.583334,0.000000,11.750023,4.416676,D,1.000000,133.000000,6.000000,75.000000,377.000000378.000000,373.000000,105.000000,5.000000,6.000000
18.833371,0.666668,11.666690,7.166681,11.000022,2.666672,16.166699,16.166699,-9.000018,0.380531,2.000004,18.166703,000760,30.166727,30.833395,41.833417,32.833399,49.000098,49.000098,6.166679,10.750021,9.416685,0.000000,0.333334,0.000000,10.750021,15.250031,7.166681,5.833345,1.333336,1.666670,9.750020,3.583341,D,1.000000,113.000000,6.000000,76.000000,380.000000381.000000,382.000000,109.000000,6.000000,1.000000
25.000050,1.166669,13.166693,11.833357,12.000024,2.833339,22.166711,22.166711,-10.333354,0.320000,1.666670,23.833381,000761,30.166727,31.333396,43.333420,33.000066,55.166777,55.166777,7.166681,13.916694,12.500025,0.000000,0.583334,0.000000,13.916694,19.083372,8.000016,6.583346,1.416670,2.000004,13.083360,4.000008,D,1.000000,150.000000,6.000000,76.000000,383.000000384.000000,379.000000,109.000000,6.000000,1.000000
8.666684,3.000006,3.166673,5.500011,0.166667,4.333342,4.333342,4.333342,1.166669,0.432692,1.333336,5.666678,000800,31.166729,34.166735,34.333402,35.500071,39.833413,39.833413,3.083339,6.500013,4.333342,0.000000,1.500003,8.666684,6.500013,5.916678,3.750007,1.583336,2.166671,3.666674,5.833345,1.875004,D,1.000000,52.000000,6.000000,80.000000,403.000000404.000000,399.000000,110.000000,2.000000,7.000000
37.666742,4.166675,24.000048,13.666694,19.833373,5.166677,32.500065,32.500065,-18.833371,0.387168,1.000002,33.500067,000821,37.833409,42.000084,61.833457,43.000086,75.500151,75.500151,14.083361,21.416709,18.833371,0.000000,2.083337,0.000000,21.416709,30.833395,14.583363,12.000024,2.583338,4.666676,20.916708,7.291681,D,1.000000,226.000000,6.000000,82.000000,413.000000414.000000,411.000000,110.000000,3.000000,8.000000
17.833369,2.000004,8.333350,9.500019,6.333346,4.166675,13.666694,13.666694,-4.166675,0.350467,2.166671,15.833365,000840,29.166725,31.166729,37.500075,33.333400,47.000094,47.000094,5.166677,11.000022,8.916685,0.000000,1.000002,17.833369,11.000022,13.083359,6.250013,4.166675,2.083338,3.083339,9.916687,3.125006,D,1.000000,107.000000,6.000000,84.000000,422.000000423.000000,424.000000,110.000000,5.000000,4.000000
22.666712,2.000004,9.666686,13.000026,7.666682,4.500009,18.166703,18.000036,-5.166677,0.312500,2.500005,20.666708,000841,29.166725,31.166729,38.833411,33.666734,51.666770,51.833437,5.833345,13.500027,11.333356,0.166667,1.000002,22.583378,13.583361,16.166699,7.083347,4.833343,2.250004,3.250007,12.333358,3.541674,D,1.000000,136.000000,6.000000,84.000000,425.000000426.000000,421.000000,110.000000,5.000000,4.000000
13.833361,2.000004,6.000012,7.833349,4.000008,2.000004,11.833357,11.833357,-4.000008,0.289157,0.000000,11.833357,000871,51.333436,53.333440,57.333448,53.333440,65.166797,65.166797,4.000008,7.916682,6.916680,0.000000,1.000002,13.833361,7.916682,9.916686,4.000008,3.000006,1.000002,0.000000,7.916682,2.000004,D,1.000000,83.000000,6.000000,87.000000,436.000000437.000000,438.000000,111.000000,2.000000,4.000000
14.500029,1.833337,6.000012,8.500017,4.166675,2.166671,12.333358,12.333358,-3.833341,0.281609,0.333334,12.666692,000870,51.333436,53.166773,57.333448,53.500107,65.833465,65.833465,3.916674,8.333350,7.250014,0.000000,0.916669,14.500029,8.333350,10.250020,4.083341,3.000006,1.083335,2.000004,8.166683,2.041671,D,1.000000,87.000000,6.000000,87.000000,439.000000440.000000,435.000000,111.000000,2.000000,4.000000
15.333364,1.666670,8.500017,6.833347,6.833347,2.666672,12.666692,12.666692,-5.833345,0.364130,1.000002,13.666694,000920,27.500055,29.166725,36.000072,30.166727,42.833419,42.833419,5.083343,9.000018,7.666682,0.000000,0.833335,0.000000,9.000018,11.916691,5.583344,4.250008,1.333336,2.166671,8.500017,2.791672,D,1.000000,92.000000,6.000000,92.000000,454.000000455.000000,456.000000,111.000000,5.000000,5.000000
16.166699,1.833337,9.000018,7.166681,7.166681,2.666672,13.500027,13.500027,-6.333346,0.360825,0.833335,14.333362,000921,27.500055,29.333392,36.500073,30.166727,43.666754,43.666754,5.416677,9.416685,8.083350,0.000000,0.916669,16.166699,9.416685,12.583359,5.833345,4.500009,1.333336,2.250004,9.000018,2.916672,D,1.000000,97.000000,6.000000,92.000000,457.000000458.000000,453.000000,111.000000,5.000000,5.000000
18.500037,1.833337,9.500019,9.000018,7.666682,3.666674,14.833363,14.833363,-5.833345,0.355856,1.833337,16.666700,000941,31.166729,33.000066,40.666748,34.833403,49.666766,49.666766,5.666678,11.083356,9.250019,0.000000,0.916669,18.500037,11.083356,14.000028,6.583347,4.750010,1.833337,2.750006,10.166687,3.291673,D,1.000000,111.000000,6.000000,94.000000,462.000000463.000000,464.000000,111.000000,6.000000,3.000000
19.666706,1.833337,8.500017,11.166689,6.666680,3.166673,16.500033,16.500033,-5.333344,0.296610,1.333336,17.833369,000940,31.166729,33.000066,39.666746,34.333402,50.833435,50.833435,5.166677,11.416690,9.833353,0.000000,0.916669,19.666706,11.416690,14.083361,5.833345,4.250009,1.583336,2.500005,10.750022,2.916672,D,1.000000,118.000000,6.000000,94.000000,465.000000466.000000,461.000000,111.000000,6.000000,3.000000
26.333386,2.500005,6.666680,19.666706,4.166675,16.666700,9.666686,9.500019,10.000020,0.443038,14.166695,23.833381,000950,28.833391,31.333396,35.500071,45.500091,55.000110,55.166777,4.583343,21.416710,13.166693,0.166667,1.250002,26.250052,21.500043,16.500033,11.666690,3.333340,8.333350,9.583353,14.416695,5.833345,D,1.000000,158.000000,6.000000,95.000000,468.000000469.000000,470.000000,111.000000,6.000000,4.000000
13.833361,1.833337,5.500011,8.333350,3.666674,3.333340,10.500021,10.500021,-2.166671,0.319277,1.500003,12.000024,000981,45.500091,47.333428,51.000102,48.833431,59.333452,59.333452,3.666674,8.583351,6.916680,0.000000,0.916669,13.833361,8.583351,9.666686,4.416676,2.750006,1.666670,2.583339,7.833349,2.208338,D,1.000000,83.000000,6.000000,98.000000,474.000000475.000000,476.000000,113.000000,1.000000,6.000000
16.000032,1.500003,5.333344,10.666688,3.833341,3.166673,12.833359,12.833359,-2.166671,0.265625,1.666670,14.500029,000980,45.500091,47.000094,50.833435,48.666764,61.500123,61.500123,3.416673,9.583352,8.000016,0.000000,0.750002,16.000032,9.583352,10.666688,4.250008,2.666672,1.583336,2.333338,8.750017,2.125004,D,1.000000,96.000000,6.000000,98.000000,477.000000478.000000,473.000000,113.000000,1.000000,6.000000
21.000042,1.833337,10.500021,10.500021,8.666684,5.333344,15.666698,15.500031,-5.166677,0.376984,3.500007,19.166705,000991,30.666728,32.500065,41.166749,36.000072,51.500103,51.666770,6.166679,13.083360,10.500021,0.166667,0.916668,20.916709,13.166693,15.750031,7.916682,5.250010,2.666672,3.583340,11.416689,3.958341,D,1.000000,126.000000,6.000000,99.000000,480.000000481.000000,482.000000,113.000000,4.000000,5.000000
21.500043,1.833337,11.000022,10.500021,9.166685,5.166677,16.333366,16.333366,-5.833345,0.375969,3.333340,19.666706,000990,30.666728,32.500065,41.666750,35.833405,52.166771,52.166771,6.416679,13.333360,10.750022,0.000000,0.916668,21.500043,13.333360,16.250033,8.083350,5.500011,2.583339,3.500007,11.666690,4.041675,D,1.000000,129.000000,6.000000,99.000000,483.000000484.000000,479.000000,113.000000,4.000000,5.000000
23.333380,1.333336,14.333362,9.000018,13.000026,3.666674,19.666706,19.666706,-10.666688,0.385714,2.333338,22.000044,001010,38.166743,39.500079,52.500105,41.833417,61.500123,61.500123,7.833349,13.500027,11.666690,0.000000,0.666668,23.333380,13.500027,18.833371,9.000018,7.166681,1.833337,2.500005,12.333358,4.500009,D,1.000000,140.000000,6.000000,101.000000,492.000000493.000000,494.000000,113.000000,5.000000,4.000000
24.333382,1.333336,15.166697,9.166685,13.833361,3.666674,20.666708,20.666708,-11.500023,0.386986,2.333338,23.000046,001011,38.166743,39.500079,53.333440,41.833417,62.500125,62.500125,8.250016,14.000028,12.166691,0.000000,0.666668,24.333382,14.000028,19.750040,9.416685,7.583348,1.833337,2.500005,12.833359,4.708343,D,1.000000,146.000000,6.000000,101.000000,495.000000496.000000,491.000000,113.000000,5.000000,4.000000
18.666704,2.333338,12.000024,6.666680,9.666686,3.166673,15.500031,15.500031,-8.833351,0.406250,0.833335,16.333366,001021,46.000092,48.333430,58.000116,49.166765,64.666796,64.666796,7.166681,10.916688,9.333352,0.000000,1.166669,18.666704,10.916688,15.333364,7.583349,6.000012,1.583337,2.750006,10.500021,3.791674,D,1.000000,112.000000,6.000000,102.000000,498.000000499.000000,500.000000,113.000000,5.000000,6.000000
18.833371,2.333338,9.166685,9.666686,6.833347,2.500005,16.333366,16.333366,-6.666680,0.309735,0.166667,16.500033,001020,46.000092,48.333430,55.166777,48.500097,64.833463,64.833463,5.750011,10.666688,9.416686,0.000000,1.166669,18.833371,10.666688,14.000028,5.833345,4.583343,1.250003,2.416671,10.583355,2.916673,D,1.000000,113.000000,6.000000,102.000000,501.000000502.000000,497.000000,113.000000,5.000000,6.000000
8.333350,1.333336,1.500003,6.833347,0.166667,1.500003,6.833347,6.833347,0.000000,0.180000,0.166667,7.000014,001030,32.000064,33.333400,33.500067,33.500067,40.333414,40.333414,1.416670,4.916677,4.166675,0.000000,0.666668,8.333350,4.916677,4.916677,1.500003,0.750002,0.750002,1.416670,4.833343,0.750001,D,1.000000,50.000000,6.000000,103.000000,507.000000508.000000,503.000000,113.000000,6.000000,3.000000
16.000032,1.166669,6.000012,10.000020,4.833343,1.166669,14.833363,14.833363,-4.833343,0.223958,0.000000,14.833363,001040,29.666726,30.833395,35.666738,30.833395,45.666758,45.666758,3.583341,8.583351,8.000016,0.000000,0.583335,0.000000,8.583351,11.000022,3.583341,3.000006,0.583335,0.000000,8.583351,1.791670,D,1.000000,96.000000,6.000000,104.000000,510.000000511.000000,512.000000,113.000000,6.000000,5.000000
20.333374,1.666670,9.000018,11.333356,7.333348,6.333346,14.000028,14.000028,-2.666672,0.377049,4.666676,18.666704,001081,32.833399,34.500069,41.833417,39.166745,53.166773,53.166773,5.333344,13.333360,10.166687,0.000000,0.833335,20.333374,13.333360,14.666696,7.666682,4.500009,3.166673,4.000008,11.000022,3.833341,D,1.000000,122.000000,7.000000,108.000000,521.000000522.000000,519.000000,73.000000,5.000000,8.000000
12.833359,1.833337,4.500009,8.333350,2.666672,3.166673,9.666686,9.500019,-1.333336,0.298701,1.333336,11.000022,001130,38.833411,40.666748,43.333420,42.000084,51.500103,51.666770,3.166673,7.916683,6.416679,0.166667,0.916669,12.750026,8.000016,8.666684,3.833341,2.250004,1.583336,2.500005,7.333348,1.916670,D,1.000000,77.000000,7.000000,113.000000,536.000000537.000000,538.000000,74.000000,4.000000,3.000000
13.833361,1.833337,5.333344,8.500017,3.500007,3.333340,10.500021,10.500021,-2.000004,0.313253,1.500003,12.000024,001131,38.833411,40.666748,44.166755,42.166751,52.666772,52.666772,3.583340,8.583351,6.916680,0.000000,0.916669,13.833361,8.583351,9.583352,4.333342,2.666672,1.666670,2.583339,7.833349,2.166671,D,1.000000,83.000000,7.000000,113.000000,539.000000540.000000,535.000000,74.000000,4.000000,3.000000
27.000054,2.000004,13.666694,13.333360,11.666690,6.000012,21.000042,21.000042,-7.666682,0.364198,4.000008,25.000050,001190,29.833393,31.833397,43.500087,35.833405,56.833447,56.833447,7.833349,16.500033,13.500027,0.000000,1.000002,0.000000,16.500033,20.333374,9.833353,6.833347,3.000006,4.000008,14.500029,4.916677,D,1.000000,162.000000,7.000000,119.000000,565.000000566.000000,563.000000,75.000000,2.000000,8.000000
12.000024,1.333336,4.333342,7.666682,3.000006,2.500005,9.500019,9.500019,-1.833337,0.284722,1.166669,10.666688,001210,31.333396,32.666732,35.666738,33.833401,43.333420,43.333420,2.833339,7.250014,6.000012,0.000000,0.666668,12.000024,7.250014,8.166683,3.416674,2.166671,1.250003,1.916671,6.666680,1.708337,D,1.000000,72.000000,7.000000,121.000000,570.000000571.000000,572.000000,75.000000,4.000000,7.000000
12.166691,1.333336,5.833345,6.333346,4.500009,2.833339,9.333352,9.333352,-3.000006,0.356164,1.500003,10.833355,001211,31.333396,32.666732,37.166741,34.166735,43.500087,43.500087,3.583340,7.500015,6.083346,0.000000,0.666668,12.166691,7.500015,9.000018,4.333342,2.916672,1.416670,2.083338,6.750014,2.166671,D,1.000000,73.000000,7.000000,121.000000,573.000000574.000000,569.000000,75.000000,4.000000,7.000000
